MOVIES,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime
2852,385,45,7467,4817,3521,87
1129,177,57,4861,1876,1760,23
4654,264,67,1303,6845,1115,97
2560,177,64,4429,4644,2472,75
1419,195,51,1689,2670,1854,99
2269,342,56,7547,1714,2852,23
2175,142,48,2400,880,2056,23
1518,385,51,3061,6673,3976,120
319,343,32,7361,2411,3098,88
4217,177,47,459,5960,1631,106
1387,443,33,3168,5206,4051,123
1872,231,23,5491,5492,458,87
1330,3,30,1823,4068,1119,94
4982,29,25,8,4005,1468,89
5420,481,27,4781,3595,2422,79
4481,109,53,7775,1663,3550,23
3538,371,37,5131,5368,1450,85
3324,0,16,3733,5312,3648,89
2501,311,50,6339,5640,4123,106
3579,264,49,6657,2890,2456,94
381,433,27,5754,2813,1058,103
5763,290,57,812,4866,2390,71
4425,454,41,6008,1612,1843,23
4831,110,57,3554,1678,3514,23
1314,295,52,7099,1704,2722,23
1444,385,61,5590,3807,1691,100
3379,264,60,7116,6733,3098,89
1151,177,54,7706,4448,1473,73
3292,177,61,2811,5645,855,84
5344,177,45,5443,6369,4087,73
4460,18,44,7114,2923,2068,90
582,385,41,6898,5313,3058,90
1760,121,60,2894,6575,1446,89
4057,177,58,5489,5628,1681,62
3481,264,55,5000,1661,1102,28
3821,401,46,5127,6252,3515,90
1459,290,51,2966,4567,39,79
4367,177,56,5717,1031,266,23
1792,45,47,6277,6749,351,144
389,264,50,3586,331,2777,23
1890,150,50,4466,1670,2383,11
3968,264,72,6065,0,3400,23
744,264,46,3449,2561,178,119
391,362,43,2468,4200,3259,93
2536,264,43,2086,6384,4064,84
3310,107,27,7761,500,2,23
2620,33,46,4193,5379,1507,91
3947,279,55,2848,6750,521,58
3505,295,50,5446,1559,1846,38
2959,109,39,5757,2294,794,21
2254,264,28,2725,2514,1106,63
1594,97,35,5756,4393,3067,96
1487,454,55,3894,602,948,48
2843,187,49,3859,1052,3633,23
1677,366,50,787,2674,3720,124
3262,17,51,6725,4991,3143,114
5011,263,39,5069,4291,2330,79
3731,143,66,5817,1260,475,10
960,338,66,6237,6359,1906,103
1052,177,61,2789,554,135,35
3907,342,57,991,5490,446,99
4605,142,59,7716,474,4006,23
4373,231,33,3548,3758,4070,91
3466,276,61,3841,726,3341,23
2996,187,47,5961,4454,183,82
5116,4,37,1003,5001,2749,86
4627,231,40,3888,6153,1978,94
5106,382,38,560,3162,245,97
2512,456,49,3262,3860,1752,99
3252,393,48,1421,5530,3501,102
2562,177,59,7145,6572,1419,96
1074,42,61,2454,2063,1534,23
3570,297,61,6636,1363,3001,239
1608,385,57,932,420,397,23
1411,342,47,4216,2569,2959,74
1339,433,31,3307,4780,2625,92
608,239,49,5603,1857,2457,23
562,24,24,1671,2440,1147,100
3569,166,61,2467,5444,1483,105
4458,17,48,6941,2926,2035,101
1766,297,63,6880,0,2436,153
5613,329,50,1919,5484,3215,31
2617,36,50,5290,3190,1352,93
3462,279,48,6382,2671,3633,97
1483,317,63,820,603,4057,59
2039,303,55,6760,5382,308,100
390,264,50,5309,332,2868,23
694,264,50,2345,1953,1718,27
3888,342,64,1507,2068,3244,23
833,264,57,2040,4709,3070,91
3867,282,54,3463,6532,1159,99
1606,342,56,2071,5766,3640,106
2877,40,43,340,1864,304,29
5105,266,55,6381,4373,3858,79
1054,454,57,3957,594,2042,23
1294,269,52,4060,4208,2428,89
2844,177,39,583,3924,2981,96
4802,177,31,162,4455,292,89
2589,177,56,803,5553,2369,61
2440,290,53,5777,5569,1587,70
1191,290,47,4228,5263,1084,91
5498,435,34,4455,5598,3369,105
3555,481,39,900,4280,591,79
4201,458,55,2171,843,1712,23
3474,18,59,6852,5003,2522,136
5205,231,31,588,5910,1286,111
5482,230,11,6833,1741,338,21
3845,187,50,5264,5193,2515,99
1589,122,39,6120,6377,380,45
3889,152,38,7561,6737,3032,22
1512,481,45,694,3324,1493,114
1397,290,71,2797,21,1435,65
1871,177,34,7133,2707,555,95
2882,342,50,4804,4188,3821,107
4608,342,55,3903,1148,642,44
3183,177,52,4808,4601,961,70
977,141,45,2407,3642,3024,96
3464,452,23,910,4579,3167,97
787,158,48,2429,1596,1776,23
1417,72,43,6404,5283,560,109
2648,173,60,6797,121,2959,23
4676,453,39,2837,4568,3321,173
5413,177,37,2734,2488,2949,84
3523,177,63,5021,5026,1951,64
5060,285,57,436,4947,709,84
800,112,31,6174,181,542,23
2449,352,49,1899,4192,523,89
1830,177,40,3508,2851,1796,88
495,443,46,3154,5895,3662,89
1338,118,42,6550,1877,1164,24
3991,440,36,58,6373,1633,91
4446,152,42,4517,6216,2624,21
4220,40,21,2145,4578,3262,84
5190,264,56,3437,6443,3416,90
2474,323,38,7684,768,2614,43
2203,456,47,5743,5575,1305,89
2677,93,38,7262,5780,833,89
3934,316,49,671,4990,665,83
3273,177,56,2715,3025,4070,61
2232,342,54,357,5499,542,89
2673,342,36,6524,1294,622,23
1406,264,47,7210,2821,963,108
4306,114,51,3918,870,1837,23
5739,399,50,4052,1321,2722,23
2100,177,34,3201,3923,1643,96
1425,454,46,5365,986,3957,23
4866,25,37,275,3698,53,83
830,264,37,5146,6446,82,87
2628,36,51,4479,5375,882,97
2728,177,41,5832,4162,1422,61
5233,290,40,5804,4112,3631,66
5162,107,30,5936,6744,2722,46
2576,177,54,2803,4867,3091,61
2627,36,48,7258,5245,912,93
5186,243,48,181,3733,2374,94
2794,179,31,354,3569,954,81
3173,195,40,4749,5968,499,93
1258,177,48,881,101,2646,29
3353,177,47,32,4425,476,99
4841,481,29,6637,4428,1286,119
482,342,50,6848,2463,3105,90
3052,336,54,1448,4254,3340,27
3610,240,56,1,352,845,23
451,177,33,1377,3060,2339,81
5733,236,47,3496,4676,2807,49
1413,202,42,1656,4814,3570,95
2963,264,49,3969,2589,2884,46
3692,264,68,2505,6403,640,62
2532,177,53,3569,2888,1132,66
357,177,59,1944,3047,960,89
1892,264,35,1697,2716,1643,79
3024,342,34,300,4886,609,102
3609,68,62,586,6431,2025,123
2590,177,57,5076,2889,994,57
493,343,37,4881,6548,1360,99
3160,264,52,4536,5023,1846,31
3028,177,29,5229,4810,3231,101
1730,264,9,4328,2491,757,57
4056,177,49,5487,5963,3676,62
4311,385,56,3108,5339,2532,84
2774,303,55,503,4581,3824,108
4063,332,55,720,6662,2197,39
4445,153,51,1507,172,3269,23
2584,177,65,2881,5660,2994,76
1322,285,58,4686,2882,1582,110
3242,177,60,1109,540,3269,23
2340,433,26,5660,2738,1010,90
3102,5,33,2121,5737,1684,140
4410,342,57,6772,1767,1776,23
2597,177,57,2804,5661,3847,59
4752,454,34,5284,1891,3245,19
876,454,65,3837,45,2022,23
4783,322,66,5556,2881,2341,119
2111,240,44,1604,5525,4035,80
2077,37,56,6625,6065,3667,127
3228,264,66,6912,6312,1423,90
2622,36,50,3308,5376,1582,94
3794,438,53,1090,2060,1640,23
2977,177,36,4698,6308,3759,65
1232,264,52,1908,67,3120,29
1039,177,54,3739,1836,3359,20
559,437,19,1699,2622,3037,78
3587,290,57,4252,4555,1492,59
5274,342,63,7069,2434,2260,150
3532,465,30,5647,2011,528,5
2652,385,56,6588,712,4065,34
5346,177,44,6184,6444,677,80
4844,264,48,242,3661,2085,88
1566,107,43,7217,1765,3990,23
2909,290,57,4687,1360,3100,59
3196,342,47,6709,3143,1949,99
1203,257,19,3393,5844,2327,87
4641,170,50,6735,5881,3082,102
3513,177,50,4860,5262,2078,58
3181,291,56,6037,2241,50,23
4123,118,48,1954,175,2722,23
3995,18,29,1860,5532,953,131
3054,342,41,5955,4197,1286,23
3603,455,37,5253,23,99,23
1085,399,53,776,1279,322,23
3490,429,45,3845,1735,1814,23
2764,303,62,6067,2534,3276,71
3728,264,58,6171,5436,1100,86
2587,177,58,6313,5622,2412,69
1521,129,51,238,1672,3269,23
5548,231,46,1562,4759,3354,92
3215,62,42,1436,4154,2893,143
2809,114,60,5083,1493,3662,23
1990,122,39,2340,4421,371,95
2426,279,52,3275,4198,3430,88
2278,264,56,6,4805,232,78
2434,177,38,966,2485,853,96
3993,264,59,363,6709,267,98
3369,264,68,4946,45,1595,58
5483,342,40,7125,5994,476,98
321,177,28,7419,4064,4054,93
2374,177,50,7058,2639,102,102
1343,107,52,6131,328,2797,23
3893,338,52,3103,4916,3295,95
2533,290,44,1507,6856,3635,63
520,454,53,5653,295,1595,23
1245,36,37,7546,2949,1136,72
3272,177,56,4453,5130,1483,60
2701,385,36,7306,5906,657,99
1787,342,54,1136,2366,3073,23
3419,177,22,4980,2603,2662,99
3355,177,45,12,5109,2984,89
1878,342,43,1335,4920,3269,96
2414,264,50,3870,4297,503,78
5012,264,48,2349,4859,4056,96
2848,342,63,5537,655,177,23
1436,369,31,7352,3369,833,89
5309,177,56,6939,3672,3565,59
995,342,30,5612,5814,2898,86
4025,129,57,7227,6162,796,53
622,264,52,2149,4233,817,103
2143,342,56,5705,1377,886,23
4762,454,52,2476,789,3451,23
1763,177,22,63,4915,3757,98
4235,177,59,5525,5027,1471,60
454,264,58,2359,1978,2600,55
2308,454,41,4966,11,1627,23
445,143,40,7283,3395,817,27
2420,109,45,4180,2209,1879,23
2528,0,34,4419,6180,965,104
4017,109,66,5354,2117,3433,21
1805,248,50,1660,5359,1877,107
1957,433,43,40,5834,966,120
4110,107,45,6624,614,2722,23
2604,264,64,4469,37,1379,23
2699,187,46,3543,4561,2374,92
415,433,16,5668,5898,1782,78
4014,187,57,1164,1065,3569,59
1961,177,59,3749,4643,1548,86
2510,36,19,7265,5876,3070,89
3756,177,36,1507,4673,2975,89
4152,177,52,4095,4532,2243,70
1485,264,50,3895,6492,4089,72
5622,264,44,5899,2460,2868,88
3807,342,48,7045,4595,1819,101
4972,154,56,4383,5795,1776,26
509,342,56,37,1256,3592,23
3129,433,7,4356,3307,1643,119
1620,442,12,7669,3493,54,124
1286,446,49,2879,493,609,23
3634,385,54,5583,452,980,23
2392,264,59,5,2526,3073,93
2384,264,54,3950,2578,679,63
3919,201,37,6285,4620,2650,89
3567,129,67,4594,1195,3662,29
1131,239,16,2888,2731,2084,85
4597,231,40,2168,2764,2772,89
3380,342,49,4368,2586,794,99
1193,177,47,2750,3947,3896,58
3767,264,59,5239,152,1114,23
1384,481,18,7473,4139,2480,97
3959,250,13,7416,4885,1649,72
3766,290,52,5237,1770,1125,64
3990,264,56,3064,3042,1047,89
4750,286,57,188,6248,106,108
1188,177,43,2746,4797,904,54
384,264,52,1091,740,2852,47
2409,385,43,1835,2712,622,101
2572,230,43,4442,3636,270,65
3571,3,29,5058,3694,1981,105
4101,387,51,2995,1788,1331,44
2559,177,59,6415,4909,1917,84
1987,231,38,3906,4105,2213,105
1307,479,57,3438,1901,3354,39
827,264,60,6090,6290,3483,79
3243,264,52,4863,2826,1207,77
2737,177,45,4601,2621,560,61
3440,454,50,6794,588,1437,59
651,288,49,7630,0,40,59
2715,177,45,4730,4517,3945,59
3027,264,50,744,0,3079,44
654,250,32,825,3291,2362,84
5511,153,44,4653,1609,4083,23
4006,342,44,633,4470,304,95
1671,177,40,3510,4559,3266,89
4173,342,48,1507,2160,3756,23
3240,201,51,2773,2763,3580,79
3653,264,51,4019,5474,2988,68
4390,173,54,6785,3724,2768,136
3715,110,42,620,1956,204,21
1218,296,59,6762,4608,2868,73
759,343,58,7720,1379,26,34
1479,342,39,1393,3888,143,92
455,342,39,5750,4306,1272,111
2169,177,33,4120,2650,1897,90
2539,264,59,1985,6429,432,47
3247,456,62,4459,1473,3143,23
1850,342,67,4549,526,2089,23
3014,329,50,513,4802,2581,18
3479,164,17,5225,2522,3289,95
3534,182,46,6143,6292,2829,97
1189,177,55,2747,3049,518,97
3834,177,25,441,1519,3735,23
469,180,50,3316,404,2476,24
1013,443,16,595,4951,3824,87
935,167,55,6666,3340,1030,110
3764,177,48,6994,4701,234,65
3326,177,32,1210,3474,380,80
5303,264,50,1269,6549,2968,84
2318,177,47,2096,6816,1238,46
2406,187,51,3868,2085,952,23
3154,109,57,1137,2048,1581,24
950,394,32,216,2600,3732,74
3673,480,61,5188,4744,1458,60
2394,130,57,6228,875,1411,23
2598,177,37,4468,4898,2600,54
4529,264,59,3851,4927,3821,89
4554,143,39,6133,512,1642,24
1838,460,33,5620,5897,1735,87
4299,62,43,4260,6218,3028,85
1442,264,48,413,4098,1072,88
4125,264,63,18,2584,2393,74
4503,454,17,2649,2237,2938,29
3803,114,48,6992,0,1904,23
986,399,33,5331,1501,632,23
3293,177,28,4909,4440,1640,58
4448,121,42,1507,6217,3804,44
2831,164,53,3999,4672,3592,101
1277,425,33,2845,1697,2774,13
612,250,36,1294,5508,625,98
1814,264,48,4471,4429,847,87
574,177,38,3523,3215,1924,92
2582,177,55,6362,3964,1409,72
4347,443,28,7289,5651,1189,82
3214,177,60,1507,0,3870,23
920,399,17,7437,4731,1286,78
1747,465,47,4361,5459,1430,43
1020,264,53,2753,5552,3446,81
3887,191,44,2388,4383,1814,94
2248,268,49,7212,3172,1442,87
4530,454,57,2858,2700,555,43
4263,264,68,6814,1796,1872,58
1304,177,49,2817,2350,939,23
4914,338,49,3601,6090,3997,106
4203,264,54,7689,6722,245,95
4088,264,53,1775,5486,2546,59
5531,177,62,3592,6204,91,74
3838,17,36,7078,6555,3576,85
2957,107,61,7440,1123,99,23
4540,188,46,442,3484,2406,90
1080,264,61,3063,6219,3193,71
3633,399,57,7569,263,2848,23
2922,394,29,1938,2875,2614,100
2623,36,43,6465,3189,1278,89
5615,480,28,11,1937,1581,23
1915,177,42,2823,4449,339,64
2565,177,51,4426,6573,3401,70
1869,342,36,6678,2710,1723,115
2157,177,38,5336,2539,2556,95
1893,264,33,755,1231,3454,23
971,195,48,2576,4379,1608,109
4094,177,50,2646,3267,1023,72
5196,264,55,3671,5249,3724,80
5005,120,43,6076,5390,3345,44
2591,177,52,4133,111,3345,23
1556,475,16,261,84,760,23
417,480,46,7652,389,1446,22
3938,290,56,5373,4907,767,57
3185,177,56,2808,4601,1017,69
2502,456,43,2745,275,2887,74
4461,17,48,1049,2921,2235,94
4269,444,58,4103,5181,1509,87
2166,4,5,4605,6214,1431,95
4045,187,42,5474,5746,3118,51
4459,18,39,2012,2922,1563,89
5260,239,56,6876,2270,2923,23
4740,237,37,2809,1594,1069,24
4027,59,5,7401,2917,3909,104
4288,323,61,4059,1851,1699,29
4695,177,20,5999,4980,2108,62
3274,177,56,2810,4447,586,58
2711,177,54,2647,3119,1253,62
786,342,61,24,2302,2152,23
3687,129,35,6947,4360,1949,75
5345,177,47,6138,6580,54,87
2906,0,57,4920,4619,1987,145
2740,177,23,4017,5562,708,103
4614,342,56,1507,1632,41,23
4330,153,47,7075,6524,2766,2
1846,177,26,7396,6351,756,89
2978,311,62,2052,4144,3582,143
5475,264,64,3175,6820,4111,91
2599,177,56,2528,5661,350,61
2332,37,53,7479,3000,2448,105
5364,328,46,5836,3639,3956,34
2421,374,32,1115,5205,989,79
2328,289,60,3713,3663,2576,89
3070,318,55,3689,3079,3937,90
2644,264,55,7459,4091,573,78
1279,155,53,6734,6239,3111,5
1627,101,25,2547,6011,1227,79
4336,231,45,650,3554,3821,89
1359,309,55,2507,5090,1819,79
4603,443,28,2093,6676,2180,99
3442,281,46,5305,5760,3451,85
1213,144,47,4770,1692,3058,21
5659,109,43,6147,3800,3466,82
3187,264,44,5406,0,1601,23
4474,177,42,2615,351,2384,23
5703,29,47,4412,5638,3739,123
1380,263,26,4290,2443,1446,91
5526,288,56,1913,4820,3219,93
1991,122,59,5703,6399,322,23
2954,342,42,5715,2351,159,23
4095,177,55,3665,3266,846,70
3560,264,63,6782,128,1025,58
1904,177,53,5805,4418,3735,60
2415,342,47,6327,2146,2572,53
1045,107,54,1507,815,2887,23
1598,177,54,3177,2152,2152,23
3986,336,54,1814,6489,2576,25
3852,436,40,980,2713,2320,108
2946,342,45,1507,5301,3170,91
2427,481,19,3887,6297,2094,79
5562,177,56,7189,4539,887,59
1986,385,35,6719,5406,1343,104
1119,187,40,4697,4026,3199,84
937,264,67,3087,5788,851,91
1246,177,60,2795,2841,3327,23
388,453,56,6056,4570,3934,23
3786,264,45,5263,4588,2839,75
4746,450,42,3396,4424,159,104
886,187,29,2074,4972,99,94
2610,290,57,5407,4863,333,57
4305,250,63,1906,2433,2422,113
4031,177,39,2814,6031,3376,43
3397,264,60,3069,0,3973,23
2712,177,54,5171,4564,2954,71
2681,342,54,5639,2709,1307,161
1415,380,40,5526,4853,3171,98
4561,342,27,1403,5686,4006,96
322,81,35,578,2441,3195,86
3296,385,47,4918,6673,2729,101
2720,129,56,7590,2169,190,6
4429,146,57,4522,1868,3617,21
5438,385,57,4561,1738,2483,49
5594,177,55,4699,5151,2723,57
353,264,51,76,4904,1657,69
4471,177,42,4389,2487,3541,99
1734,465,60,2941,5748,2383,22
1590,143,42,5090,6377,3973,45
2495,438,19,640,6402,3419,84
4091,177,58,2816,5500,569,68
1471,177,56,7642,3948,775,55
5118,318,59,5470,5180,407,104
5445,45,40,7111,4403,3201,89
527,385,51,6485,5338,304,92
2542,63,20,1159,5468,2206,23
3335,231,29,2497,4365,2880,86
5639,290,46,4941,4123,3871,47
2382,187,32,456,4498,2971,94
4936,328,58,1048,1886,972,22
2339,109,46,3772,3588,2542,60
1749,247,42,2115,1438,2142,59
5601,448,46,2136,150,794,49
1793,264,66,685,5918,3,74
1096,177,56,1507,6685,1007,23
781,342,55,1507,419,2674,23
2182,177,50,901,4450,627,82
533,177,25,1507,2493,1570,48
2821,342,43,4155,3171,251,98
1956,264,48,3368,4016,649,89
2192,264,54,6102,0,1550,23
3285,153,51,2066,0,1368,5
697,385,46,1413,309,2797,99
938,342,54,358,6484,3852,85
2496,342,55,3086,6372,2624,89
4675,453,34,5992,6375,1943,132
795,444,59,2432,6448,2605,109
1478,177,53,3220,5513,3714,68
1689,264,52,1507,2482,1595,72
1853,174,51,6601,6354,3345,91
860,195,60,4571,1657,2078,23
1712,231,39,4333,4263,679,99
895,290,70,2537,3017,1954,56
2583,290,62,4463,3949,2165,77
5527,269,49,5126,5380,2469,51
2213,107,56,3417,197,322,23
934,177,39,3149,4288,2743,84
2748,288,52,2916,6367,3576,88
3368,264,63,4945,45,1102,58
5711,342,52,1507,1074,3713,23
5265,177,46,5139,4538,3868,54
5488,177,50,2378,3163,3340,82
3121,264,51,2522,2945,1264,83
516,385,50,1812,1189,475,23
2907,377,47,4651,6008,542,136
929,3,50,5655,1931,178,23
3820,264,45,6344,3962,2675,91
2709,187,47,1875,2039,707,23
2243,433,18,7331,5917,2908,84
4947,299,53,23,6682,980,82
2531,195,54,2091,1326,1114,64
1093,107,52,6025,340,3484,131
1660,167,36,1427,4563,3504,121
2431,177,35,1507,2925,178,91
4430,266,46,3178,6792,3149,89
2240,342,46,4337,511,1331,46
3376,177,63,6151,1093,2589,23
2651,177,46,4544,4692,422,68
2564,177,48,7205,6572,340,69
703,195,55,4685,209,1904,23
5188,383,38,4404,6109,1437,94
692,297,38,6520,6385,2201,45
1174,290,49,5144,4592,2326,23
4957,0,34,4609,6884,2697,87
1626,340,55,7399,6500,3824,87
453,304,53,6281,3269,3078,90
4592,177,37,6413,6117,3221,86
1466,179,47,940,2920,1963,91
2860,177,44,1507,4755,322,23
3258,478,30,3921,3147,1015,11
4770,186,57,3421,4865,1684,102
5707,215,16,6902,2269,3112,24
5266,177,51,2826,3046,2839,64
1709,177,49,2799,6463,2750,67
4999,195,43,1847,5481,2056,99
585,269,61,6368,2457,708,88
2966,107,33,4647,1233,2029,25
5014,264,60,3383,2466,2022,59
5129,461,73,1507,4223,3606,3
5600,341,44,3480,6260,1558,91
3372,290,59,6801,315,1389,28
3139,193,47,6483,3772,2108,207
2976,264,55,1507,6803,2068,85
3113,107,60,6556,837,1904,23
5489,250,53,6978,5292,1581,150
3843,177,27,403,5706,1068,114
1835,264,56,5121,802,1807,23
894,290,70,2538,3017,1588,60
4568,313,57,1885,4807,3123,91
3233,342,49,769,3437,2100,81
4363,394,36,849,2215,2089,23
734,177,50,5828,282,2007,57
1337,118,45,6034,371,1563,27
426,342,35,6713,5902,2576,89
3241,188,48,5937,2765,1983,72
5246,264,45,508,2723,1534,96
4874,342,45,483,3686,3078,91
2926,429,45,1495,33,2483,28
3291,177,59,4908,6758,1525,69
1127,288,57,425,2806,1125,84
4099,290,57,5776,4694,3868,55
412,226,30,2197,4823,2760,82
3751,177,65,5773,3796,661,71
5450,231,40,2021,3302,2812,96
5054,143,67,7027,1523,3221,10
4639,107,52,7264,4798,1416,44
5281,454,58,2722,46,2480,28
3444,454,25,4357,1550,1353,23
3199,290,49,1907,4700,495,67
1138,454,21,6507,2220,2924,30
742,342,49,5275,4339,756,23
4545,247,47,2501,5164,1831,84
1161,177,41,647,2484,2056,104
4121,109,60,6123,805,3870,22
1318,328,64,2077,4928,1397,38
4781,264,60,6032,5337,2937,81
989,342,51,4318,2046,2063,53
4756,454,54,3818,532,1216,23
4557,109,60,7452,984,3956,23
1358,177,48,3225,4699,631,63
3943,303,57,6746,6240,3451,63
3962,231,45,1518,5162,1173,116
4389,342,62,1507,1750,2263,59
3763,177,56,5238,2845,1438,65
1405,177,49,1498,2492,798,73
5126,292,53,7591,3793,970,70
892,290,52,2536,5438,2817,94
4696,303,55,7139,5284,3804,108
700,180,47,198,2924,1705,95
1842,177,35,5829,25,622,23
997,120,36,4024,1844,2674,10
1908,177,54,1507,6034,1777,65
479,177,42,3568,3942,3920,57
2202,120,24,4856,2361,2263,20
4077,0,21,5510,5311,1801,23
2418,318,50,2137,764,687,23
4090,177,50,5516,3027,199,62
3873,399,68,1507,1600,1416,23
5745,438,9,1804,5774,3444,101
5629,177,53,2590,3348,1801,67
3584,37,39,5376,4649,3804,89
2514,385,29,295,4641,2755,147
2563,177,55,4427,6544,543,79
4156,5,24,5185,6504,3143,91
5696,0,35,7765,5308,2411,113
3350,250,40,1438,4994,2619,107
3639,264,29,1493,5833,3732,85
4524,454,51,5875,1547,2094,23
1954,318,52,3670,3531,988,95
1569,313,48,439,6887,3359,115
4021,374,18,658,6534,2642,85
2608,264,56,6605,4122,3692,89
5560,342,49,1772,5987,2798,89
4339,68,8,2948,2952,1943,83
2168,109,43,6559,1155,2029,22
4943,240,55,1605,1277,3870,46
4860,264,57,3593,5613,3559,79
732,264,59,412,3445,1102,79
2517,282,49,6372,6261,794,119
3386,264,52,14,3755,2042,86
2321,120,32,5093,2829,518,44
4331,177,48,2830,4270,3533,50
639,285,54,4244,214,2268,23
2742,261,36,101,4975,2263,23
1727,264,46,3176,4001,3193,92
765,342,32,5249,5775,2406,109
1254,222,65,2434,3387,1760,59
2789,315,44,287,6357,3672,62
3891,385,46,828,2602,205,92
5530,177,53,2821,4696,843,64
4179,344,43,3864,6056,2711,94
2530,454,38,1507,1014,4083,23
2575,279,49,6599,6089,2515,109
1808,231,35,874,4174,2222,89
3996,195,41,5434,3519,2979,84
3948,264,50,5513,2893,3436,57
2541,342,51,566,3640,2817,125
3342,177,47,4929,3026,2290,63
1009,282,55,5183,2973,3104,87
947,311,53,6338,3062,380,98
4523,454,34,1214,0,2674,23
1715,342,53,6711,2370,939,23
1056,239,38,6826,5581,1514,101
2650,177,62,2953,4265,480,83
3827,151,38,6930,0,1331,0
2826,118,44,6487,6827,3757,92
5775,481,26,7241,4722,2593,87
5414,159,47,7659,4577,3322,119
2331,187,57,351,1429,3804,23
5304,177,41,121,3808,2463,86
1460,459,3,5117,5309,2425,91
568,333,52,3585,3726,3215,38
5308,177,56,2819,5412,2761,40
5427,456,62,4607,1073,2152,23
1615,77,44,4022,5285,1728,76
735,177,57,2404,6837,2426,79
2004,177,40,2801,6019,2532,50
5751,177,57,5430,5034,3824,71
5136,342,57,7581,3584,1953,90
1024,290,47,2599,6018,3327,60
3294,177,32,93,4372,1752,62
5767,342,29,1789,2601,3957,95
5396,143,45,6980,0,939,22
1173,56,29,3651,3760,1204,75
4132,290,57,3321,6101,3274,49
2090,284,61,6777,5036,386,82
2018,195,31,2623,2446,1685,108
3678,264,50,506,3867,3003,85
2177,286,50,3485,4077,2921,84
3224,264,56,7254,3882,1405,89
4638,109,47,3694,6561,2089,44
3058,318,54,6172,5962,794,63
3339,283,53,4926,3668,1664,93
998,271,52,3081,6042,3795,89
2310,264,53,4981,4751,2436,95
2828,177,43,1507,3495,3684,100
961,338,47,253,1166,2073,44
5361,157,55,7006,361,3082,23
3640,177,67,5160,85,1489,23
424,342,50,1161,5226,1760,114
3408,279,50,4965,3166,1953,67
5599,36,9,6655,5676,2350,89
4575,177,30,6152,6581,2937,74
5226,342,35,3380,3132,2438,79
3981,311,55,85,4882,2063,71
3602,177,40,325,2525,1977,87
3452,342,50,1424,884,1416,45
3367,107,42,4943,1174,2205,29
2326,177,42,1797,4161,74,99
1247,177,52,2783,4020,4045,61
3758,177,26,6639,3407,3268,90
1563,342,51,3066,3394,3067,90
3445,385,43,3723,1221,1147,69
3698,338,56,1818,6822,1126,85
3192,290,45,4816,4041,3980,63
1579,177,54,4259,4420,216,68
1389,362,53,7688,4816,1563,104
4711,338,56,234,6059,205,23
503,282,58,6807,6554,91,84
2567,177,43,4428,3090,2453,57
5249,109,44,1507,4103,3956,44
1488,295,60,2979,4168,2782,69
5040,332,43,3093,5829,3485,42
5397,143,39,6883,1577,832,23
2523,195,48,911,755,1417,23
552,264,23,4805,3845,2633,62
5031,177,45,3614,6222,2973,66
3822,264,42,3319,4750,3780,59
760,177,51,2016,349,2685,29
1618,3,34,536,6103,2030,93
1002,177,41,2877,3938,632,62
2640,388,38,3151,4604,1389,89
3965,264,48,6955,4717,555,86
5628,350,40,3639,5496,266,90
1739,177,32,449,3500,3151,121
4501,222,36,3814,1415,3070,59
1165,187,17,2502,4253,143,81
4596,187,42,254,4635,338,88
3375,290,63,6793,5192,104,57
1187,177,50,1496,2817,892,64
1300,238,34,1933,4992,594,105
4427,177,42,6238,5144,3112,67
881,187,43,4883,5031,1819,92
504,480,33,5429,1521,1657,47
4131,177,49,2822,4412,2675,63
1301,456,62,2636,95,1776,49
4049,264,67,1716,4548,3804,89
5211,17,16,1931,3124,232,98
1963,177,56,3619,4908,4030,56
3184,177,57,4807,4453,1039,94
3284,143,34,6082,6287,2326,24
3055,433,36,3948,4822,2774,97
5563,311,50,427,6760,351,83
519,454,55,1507,294,3732,23
414,156,45,2874,6786,2582,23
964,178,59,5059,9,2760,11
5704,201,38,41,4621,2123,94
2745,338,57,6395,6799,2355,97
5651,122,49,6718,6179,114,69
3023,394,45,3217,6085,1255,96
1166,143,42,7231,3220,2089,24
3568,454,39,5236,1792,3852,23
5219,264,60,7092,5064,3809,89
4070,328,57,6882,3608,47,39
3159,287,57,5151,3141,3194,89
2335,0,25,2487,3396,143,91
1251,264,66,1353,4954,414,93
3618,177,51,2112,4718,2393,81
2108,191,47,1275,969,279,23
1291,290,56,2883,3930,3720,80
409,264,41,3953,2987,1239,121
1996,342,54,1354,6542,3484,117
4765,328,52,3320,5839,99,16
4381,264,52,2080,2651,583,88
438,403,45,7234,6439,609,23
4030,388,45,2007,3827,1581,90
5108,318,55,6602,6526,3732,66
5406,231,37,7339,4660,2868,100
5591,282,48,6810,6392,3276,73
5279,177,69,6889,4794,2163,152
1186,177,49,5823,2817,692,82
5572,240,62,1307,0,1416,23
1907,177,55,2800,6034,1081,53
1440,36,47,2292,3958,3075,74
5457,475,31,5719,3920,2089,23
641,290,42,2153,3944,3328,89
3944,318,53,5803,5540,2979,83
913,342,49,2560,0,2582,23
3149,230,48,4229,234,3221,23
2270,374,26,3387,5685,1490,104
4302,218,35,1548,3214,1723,91
3509,285,49,5014,4775,1807,82
310,461,73,1507,4224,3824,14
3813,305,61,4114,2406,2094,95
2000,177,32,7128,6187,324,95
