MOVIES,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime,primera_letra
Imperial Dreams,"
Drama            ",6.7,"
A 21-year-old reformed gangster's devotion to his family and his future is put to the test when he is released from prison and returns to his old stomping grounds in Watts, Los Angeles.","
    Director:
Malik Vitthal
| 
    Stars:
John Boyega, 
Rotimi, 
Glenn Plummer, 
De'aundre Bonds
",4260,87.0,I
Madaari,"
Adventure, Drama, Thriller            ",7.6,"
When Nirmal loses his family in a disaster caused by government corruption, he embarks on a journey seeking accountability and revenge.","
    Director:
Nishikant Kamat
| 
    Stars:
Irrfan Khan, 
Jimmy Sheirgill, 
Vishesh Bansal, 
Tushar Dalvi
",13823,133.0,M
Muscle Shoals,"
Documentary, Biography, History            ",7.8,"
A documentary that celebrates Rick Hall, the founder of FAME Studios in Muscle Shoals, Alabama, and the signature sound he developed in songs such as ""I'll Take You There"", ""Brown Sugar"", and ""When a Man Loves a Woman"".","
    Director:
Greg 'Freddy' Camalier
| 
    Stars:
Rick Hall, 
Aretha Franklin, 
Keith Richards, 
Candi Staton
",3695,111.0,M
Las tres muertes de Marisela Escobedo,"
Documentary, Crime            ",8.2,"
Follows a mother's tireless crusade to jail her daughter's murderer after Mexico's justice system failed to do so.","
    Director:
Carlos Perez Osorio
| 
    Stars:
Juan Manuel Fraire Escobedo, 
Alejandro Fraire, 
Blanca Escobedo, 
Patricia González
",1381,109.0,L
Jak zostac gwiazda,"
Comedy, Music            ",5.5,"
Talent and passion for music can take one to the very top. On the way, however, there are going to be showbiz traps.","
    Director:
Anna Wieczur-Bluszcz
| 
    Stars:
Julia Kaminska, 
Tomasz Karolak, 
Adrian Majewski, 
Maria Pakulnis
",898,118.0,J
Kipper,"
Animation, Short, Comedy            ",7.1,"
In this charming collection of tales, the curious Kipper explores the attic, goes fishing with Tiger, finds a magical umbrella, takes a trip to the seaside, receives a visitor in the night and more.","
            
    Stars:
Martin Clunes, 
Chris Lang, 
Julia Sawalha
",810,47.0,K
I'm Reed Fish,"
Comedy, Drama, Romance            ",5.7,"
Reed Fish's life turns into chaos when a high school crush returns to Mud Meadows on the eve of his marriage to the small town's sweetheart.","
    Director:
Zackary Adler
| 
    Stars:
Jay Baruchel, 
Alexis Bledel, 
Victor Rasuk, 
Schuyler Fisk
",4283,93.0,I
La vie scolaire,"
Comedy, Drama            ",6.4,"
The daily life of a school located in Saint Denis.","
    Directors:
Mehdi Idir, 
Grand Corps Malade
| 
    Stars:
Zita Hanrot, 
Liam Pierron, 
Soufiane Guerrab, 
Moussa Mansaly
",2300,111.0,L
Historical Roasts,"
Comedy            ",5.3,"
""Roastmaster General"" Jeff Ross and a slew of guest stars poke fun at major historical figures while also honoring their enduring impact on the world.","
            
    Stars:
Jeffrey Ross, 
Jaleel White, 
James Adomian, 
Rachel Feinstein
",1591,30.0,H
H2O: Mermaid Adventures,"
Animation, Adventure, Comedy            ",5.6,"
When three normal teenage girls stumble upon an ancient cave they undergo a transformation that will change their lives forever.","
            
    Stars:
Sonja Ball, 
Holly Gauthier-Frankel, 
Thor Bishopric, 
Angela Galuppo
",157,25.0,H
June & Kopi,"
Comedy, Drama, Family            ",6.3,"
A young couple takes in a street dog, and the family pitbull becomes an instant accomplice as he adjusts to his loving new home.","
    Director:
Noviandra Santosa
| 
    Stars:
Acha Septriasa, 
Ryan Delon, 
Makayla Rose Hilli, 
Tj Ruth
",417,90.0,J
Her Infidelity,"
Drama, Thriller            ",3.6,"
It's all fun and games when an attractive new male teacher comes to town. That is, until a lonely housewife discovers he is really a mentally deranged psychopath, after she mistakingly had a fling with him one night.","
    Director:
Christie Will Wolf
| 
    Stars:
Rachel Hunter, 
Clayton James, 
Lane Edwards, 
Miranda Frigon
",521,83.0,H
I Am Here,"
Drama, Thriller            ",5,"
Successful businesswoman Maria has achieved everything except what she wants the most - a baby of her own. She decides to deal with the matter by herself and embarks on a desperate and dangerous journey in order to make her dream come true.","
    Director:
Anders Morgenthaler
| 
    Stars:
Kim Basinger, 
Jordan Prentice, 
Sebastian Schipper, 
Peter Stormare
",1713,97.0,I
Howl,"
Biography, Drama, Romance            ",6.7,"
As Allen Ginsberg talks about his life and art, his most famous poem is illustrated in animation while the obscenity trial of the work is dramatized.","
    Directors:
Rob Epstein, 
Jeffrey Friedman
| 
    Stars:
James Franco, 
Todd Rotondi, 
Jon Prescott, 
Aaron Tveit
",12757,84.0,H
Kevin Hart: What Now?,"
Documentary, Comedy            ",5.9,"
Comedian Kevin Hart performs in front of a crowd of 53,000 people at Philadelphia's outdoor venue, Lincoln Financial Field.","
    Directors:
Leslie Small, 
Tim Story
| 
    Stars:
Kevin Hart, 
Don Cheadle, 
Halle Berry, 
Ed Helms
",9154,96.0,K
Medicinen,"
Comedy, Drama            ",5.5,"
Johanna works as a jounalist on a womens magazine. But her boss is an idiot, her salary is ridiciolus and her husband has left her for a younger woman. With a great life crisis she decided to try a new medicine. She is not prepared for the results.","
    Director:
Colin Nutley
| 
    Stars:
Helena Bergström, 
Peter Eggers, 
Ida Engvoll, 
Katarina Ewerlöf
",896,114.0,M
LoliRock,"
Animation, Action, Comedy            ",7.3,"
LoliRock follows the journey of young Iris, a spirited teenage girl with a beautiful voice and an unending desire to help others. When Iris joins the girl group LoliRock, her life is ...                See full summary »
","
            
    Stars:
Kazumi Evans, 
Kelly Sheridan, 
Vincent Tong, 
Ashleigh Ball
",380,26.0,L
Ladda Land,"
Drama, Horror, Mystery            ",6.3,"
When a family moves to Laddaland, an upscale housing development with large, beautiful homes, they discover life in their new neighborhood isn't so perfect when they encounter a series of ...                See full summary »
","
    Director:
Sophon Sakdaphisit
| 
    Stars:
Saharat Sangkapreecha, 
Piyathida Woramusik, 
Sutatta Udomsilp, 
Athipich Chutiwatkajornchai
",2145,125.0,L
Llama Llama,"
Animation, Adventure, Family            ",6.5,"
The adventures of Llama Llama and his mom, Mama Llama.","
            
    Stars:
Jennifer Garner, 
Islie Hirvonen, 
Brenden Sunderland, 
Evans Johnson
",250,24.0,L
Khaani,"
Romance            ",8.1,"
A sister struggle to avenge the murder of her only brother who was killed by a short tempered politician only son.","
            
    Stars:
Sana Javed, 
Feroze Khan
",752,24.0,K
Miss Representation,"
Documentary            ",7.6,"
Explores the under-representation of women in positions of power and influence in America, and challenges the media's limited portrayal of what it means to be a powerful woman.","
    Director:
Jennifer Siebel Newsom
| 
    Stars:
Jennifer Siebel Newsom, 
Jean Kilbourne, 
Jim Steyer, 
Katie Couric
",3709,85.0,M
Norm Macdonald Has a Show,"
Comedy, Talk-Show            ",8.7,"
Based on his podcast, comedian and former Saturday Night Live (1975) alumni Norm Macdonald and his sidekick Adam Eget sit down and chat with celebrity guests about their life, career and views in a somewhat unconventional and often irreverent way.","
            
    Stars:
Norm MacDonald, 
Adam Eget, 
Michael Keaton, 
Drew Barrymore
",3029,30.0,N
Kapi,"
Comedy, Drama            ",7,"
Yakup and Semsa are Syriac families living in Berlin with their three children and grandchildren. Twenty-five years ago they migrated from Mardin to Berlin. One day, a call comes from ...                See full summary »
","
    Director:
Nihat Durak
| 
    Stars:
Kadir Inanir, 
Vahide Perçin, 
Timur Acar, 
James Ketteridge
",1262,110.0,K
Mytho,"
Drama            ",6.8,"
Desperate to get her family attention, an overworked mother, lie to them about her condition.","
            
    Stars:
Marina Hands, 
Mathieu Demy, 
Marie Drion, 
Jérémy Gillet
",844,24.0,M
Heartbeats,"
Comedy, Drama, Music            ",5.4,"
A young American college student with dreams of being a professional dancer travels to India with her family for a week long Indian wedding and falls in love -- both with a new style of dance, and with a young man who introduces it to her.","
    Director:
Duane Adler
| 
    Stars:
Krystal Ellsworth, 
Amitash Pradhan, 
Daphne Zuniga, 
Paul McGillion
",761,107.0,H
Magic for Humans,"
Comedy, Reality-TV            ",7.2,"
Justin Willman performs magic tricks on the street.","
            
    Stars:
Justin Willman, 
Jillian Sipkins, 
Mateo Ray Garcia, 
Chandler Bolnick
",3104,23.0,M
Mostly Sunny,"
Documentary            ",5.4,"
Mostly Sunny is a documentary that tells the remarkable story of Sunny Leone, the Canadian-born, American-bred adult film star who is pursuing her dreams of Bollywood stardom.","
    Director:
Dilip Mehta
| 
    Stars:
Sunny Leone, 
Daniel Weber, 
Sundeep Vohra, 
Kiran Bedi
",694,83.0,M
Magi: Shindobaddo no bôken,"
Animation, Action, Adventure            ",7.6,"
Young warrior Sinbad sets himself on the path to his destiny, encountering both friends and foes, and changing the world on his way.","
            
    Stars:
Jalen K. Cassell, 
Vernon Dew, 
Melissa Fahn, 
Grant George
",1953,24.0,M
Masameer: The Movie,"
Animation            ",6,"
A child with a knack for AI decided to change the world by creating crime-fighting heroes out of her unlikely friends.","
    Director:
Malik Nejer
| 
    Stars:
Shahad Alahmari, 
Yousef Aldakheel, 
Lama Alfard, 
Ibraheem Alkhairallah
",2068,110.0,M
Hakgyo 2017,"
Drama            ",7.6,"
The story of 18-year old students who have to battle the discrimination at their school in order to have a future.","
            
    Stars:
Se-Jeong Kim, 
Kim Jung-hyun, 
Dong-Yoon Jang, 
Sun Hwa Han
",901,24.0,H
Lost & Found Music Studios,"
Family            ",6.8,"
Lost and found is a place where young musicians come to discover themselves and define them self as they choose in this series you get to know who they are.","
            
    Stars:
Levi Randall, 
Alex Zaichkowski, 
Keara Graves, 
Shane Harte
",569,30.0,L
Kaali Khuhi,"
Drama, Horror, Mystery            ",3.5,"
Shivangi, a 10 year old girl, is put to the ultimate test to save her family's village from the restless ghosts of its horrific past.","
    Director:
Terrie Samundra
| 
    Stars:
Shabana Azmi, 
Sanjeeda Sheikh, 
Riva Arora, 
Satyadeep Misra
",1072,90.0,K
Mighty Express,"
Animation, Adventure, Comedy            ",5,"
An ensemble cast of trains and kids in an expansive world with amazing adventures.","
            
    Stars:
Tyler Nathan, 
Tyler James Nathan, 
Aaliyah Cinello, 
Gracen Daly
",87,24.0,M
Mohawk,"
Action, Drama, History            ",4.6,"
Late in the War of 1812, a young Mohawk woman and her two lovers battle a squad of American soldiers hell-bent on revenge.","
    Director:
Ted Geoghegan
| 
    Stars:
Kaniehtiio Horn, 
Ezra Buzzington, 
Eamon Farren, 
Justin Rain
",1446,91.0,M
Historia de un Crimen: Colosio,"
Crime, Drama, Thriller            ",7.6,"
In 1994, Mexican presidential candidate Luis Donaldo Colosio's assassination sends his dying widow racing to uncover who did it.","
            
    Stars:
Martín Altomaro, 
Norma Angélica, 
Enrique Arreola, 
Ari Brickman
",732,45.0,H
Interior. Leather Bar.,"
Drama            ",5.1,"
Filmmakers James Franco and Travis Mathews re-imagine the lost 40 minutes from Cruising (1980) as a starting point to a broader exploration of sexual and creative freedom.","
    Directors:
James Franco, 
Travis Mathews
| 
    Stars:
Val Lauren, 
Christian Patrick, 
James Franco, 
Travis Mathews
",2472,60.0,I
Hundraettåringen som smet från notan och försvann,"
Adventure, Comedy, Crime            ",6.3,"
The 101 year old man Allan Karlsson goes through Europe in search for a Russian soda recipe he lost during the early 70s. Unfortunately, he is not the only one who is looking for it.","
    Directors:
Felix Herngren, 
Måns Herngren
| 
    Stars:
Robert Gustafsson, 
Iwar Wiklander, 
David Wiberg, 
Shima Niavarani
",5595,108.0,H
Kaamyaab,"
Drama            ",7.9,"
Sudheer is an actor from the heyday of Bollywood. Years after his retirement, he realizes that he 'retired' on the verge of accomplishing a unique record. He decides to come out of his retirement to complete the round figure of 500.","
    Director:
Hardik Mehta
| 
    Stars:
Sanjay Mishra, 
Deepak Dobriyal, 
Sarika Singh, 
Isha Talwar
",3875,109.0,K
Limonata,"
Comedy, Drama            ",7.4,"
So begins an entertaining road story where we witness two brothers with different cultural backgrounds, who don't even know each other, have similarities, differences and even their fights.","
    Director:
Ali Atay
| 
    Stars:
Ertan Saban, 
Serkan Keskin, 
Funda Eryigit, 
Luran Ahmeti
",13108,110.0,L
Littlest Pet Shop: A World of Our Own,"
Animation, Comedy, Fantasy            ",6.8,"
Pets are visited to a new world used only by them.","
            
    Stars:
Diana Kaarina, 
Lili Beaudoin, 
Ingrid Nilson, 
Travis Turner
",77,11.0,L
Millennials,"
Drama            ",4.2,"
Centered around 3 couples lives in Argentina as they deal with life, personal problems, and each other. Three boys work in the same office and each of their girlfriends end up becoming ...                See full summary »
","
            
    Stars:
Johanna Francella, 
Juan Manuel Guilera, 
Laura Laprida, 
Noelia Marzol
",142,60.0,M
Larva Island,"
Animation, Adventure, Comedy            ",6.5,"
Stranded on a tropical island, two goofy larva buddies find slapstick fun in everything from discovering food to meeting new animal friends.","
            
    Stars:
Eddy Lee, 
Erica Schroeder, 
Tom Wayland
",375,24.0,L
Me Him Her,"
Comedy, Romance            ",5.3,"
Vicenarian drifter Cory arrives in Los Angeles to help his semi-famous T.V. star friend Brendan take his first steps out of the closet.","
    Director:
Max Landis
| 
    Stars:
Dustin Milligan, 
Luke Bracey, 
Emily Meade, 
Kyle Bornheimer
",1478,98.0,M
Il Sindaco pescatore,"
Drama            ",7.1,"
On 5 September 2010, seven gunshots put an end to the life of Angelo Vassallo, the fisherman mayor. About twelve years earlier, Angelo, sickened by the degradation and neglect in of his country had decided to commit himself personally.","
    Director:
Maurizio Zaccaro
| 
    Stars:
Sergio Castellitto, 
Anna Ferruzzo, 
Renato Carpentieri, 
Teresa Saponangelo
",208,104.0,I
Jonah: A VeggieTales Movie,"
Animation, Adventure, Comedy            ",6.5,"
When the singing Veggies encounter some car trouble, they are stranded at an old rundown seafood joint, where nothing is quite as it seems.","
    Directors:
Mike Nawrocki, 
Phil Vischer
| 
    Stars:
Phil Vischer, 
Mike Nawrocki, 
Tim Hodge, 
Lisa Vischer
",4038,82.0,J
Hai Sukoa Garu,"
Animation, Comedy, Romance            ",8,"
The funny and romantic misadventures of a couple of kids passionate about arcade games in 1991 Japan.","
            
    Stars:
Kôhei Amasaki, 
Sayumi Suzushiro, 
Yûki Hirose, 
Satomi Arai
",1662,25.0,H
Juanita,"
Drama            ",6,"
Fed up with her life, Juanita leaves her grown kids behind and hits the road in search of a fresh start.","
    Director:
Clark Johnson
| 
    Stars:
Alfre Woodard, 
Bonnie Johnson, 
Jordan Nia Elizabeth, 
Acoryé White
",2208,90.0,J
Let's Dance,"
Comedy, Drama, Family            ",6,"
Joseph, passionate dancer of hip-hop, refuses to enter the company of his father to try his luck in Paris. With his girlfriend Emma and his best friend Karim, he joins the Paris crew of ...                See full summary »
","
    Director:
Ladislas Chollat
| 
    Stars:
Rayane Bensetti, 
Alexia Giordano, 
Guillaume de Tonquédec, 
Mehdi Kerkouche
",1251,109.0,L
Kevin Hart: Don't F**k This Up,"
Documentary            ",6.5,"
Comedian Kevin Hart reflects on the events from the past year that have shaped his life.","
            
    Stars:
Kevin Hart, 
Art Arreola, 
Dave Becky, 
Wayne Brown
",1866,30.0,K
Mutants,"
Drama, Horror, Sci-Fi            ",5.6,"
In the middle of a zombie apocalypse, a resourceful couple hides out in an isolated abandoned building. The woman is pregnant and the man is infected, slowly transforming into the kind of inhuman monster they are trying to escape.","
    Director:
David Morlet
| 
    Stars:
Hélène de Fougerolles, 
Francis Renaud, 
Dida Diafat, 
Marie-Sohna Condé
",4007,95.0,M
Hwanghooui Poomkyeok,"
Drama            ",6.6,"
Set in an alternate universe, in which Korea is a constitutional monarchy in 2018, Oh Sunny is a bright and vivacious musical actress who marries the emperor. She becomes involved in the ...                See full summary »
","
            
    Stars:
Jang Na-ra, 
Choi Jin-Hyuk, 
Seong-rok Sin, 
Elliya Lee
",443,24.0,H
I Hear You,"
Comedy, Romance            ",7.3,"
An aloof violin maker strikes up a relationship with a sweet girl next door after they are unexpectedly cast in a reality-dating show.","
            
    Stars:
Lusi Zhao, 
Riley Wang, 
Gratitude Dai, 
Jiong Min Zhang
",454,24.0,I
In Their Skin,"
Horror, Thriller            ",5.3,"
The Hughes' cottage vacation is violently interrupted by a family on a murderous and identity-stealing journey, in search of the ""perfect"" life.","
    Director:
Jeremy Power Regimbal
| 
    Stars:
Selma Blair, 
Joshua Close, 
James D'Arcy, 
Rachel Miner
",5287,97.0,I
Milada,"
Biography, Drama, History            ",6.3,"
The story of Milada Horáková, democratic pre-WW2 Czech politician first arrested and tried by the Nazis during the War and then the post-war Communist government for her refusal to cease her opposition activity and leave the country.","
    Director:
David Mrnka
| 
    Stars:
Ayelet Zurer, 
Robert Gant, 
Daniel Rchichev, 
Karina Rchichev
",1196,124.0,M
Modo Avião,"
Comedy, Drama, Romance            ",5,"
Follows the young Ana, who studied fashion design dreaming of becoming a great stylist but dropped everything to become a digital influencer for a famous brand.","
    Director:
César Rodrigues
| 
    Stars:
Larissa Manoela, 
Erasmo Carlos, 
Katiuscia Canoro, 
André Luiz Frambach
",2306,96.0,M
Interior Design Masters,"
Game-Show            ",6.5,"
Interior designers compete for a life-changing design contract and opportunity to work with a prestigious commercial client.","
            
    Stars:
Michelle Ogundehin, 
Fearne Cotton, 
Matthew Williamson, 
Laurence Llewelyn-Bowen
",1158,44.0,I
Long Nights Short Mornings,"
Drama, Romance            ",5.4,"
An examination of the romantic life of a young man in New York City and his sometimes fleeting, sometimes profound experiences with the women he encounters.","
    Director:
Chadd Harbold
| 
    Stars:
Shiloh Fernandez, 
Ella Rae Peck, 
Paten Hughes, 
Layla Khoshnoudi
",920,100.0,L
Murder to Mercy: The Cyntoia Brown Story,"
Documentary            ",6.4,"
After 16-year-old Cyntoia Brown is sentenced to life in prison, questions about her past, physiology and the law itself call her guilt into question.","
    Director:
Daniel H. Birman
",2395,96.0,M
Money,"
Crime, Mystery, Thriller            ",5.5,"
Two corporate spies with a $5 million haul for selling secrets are held hostage by a thief, triggering a game of cat and mouse to gain the upper hand.","
    Director:
Martín Rosete
| 
    Stars:
Jesse Williams, 
Kellan Lutz, 
Jamie Bamber, 
Jess Weixler
",2806,86.0,M
"Leal, solo hay una forma de vivir","
Action, Crime, Drama            ",6,"
Former Colonel Fernandez is appointed Minister of the National Anti-Drug Agency (SENAD) and purges the special forces to fight the first of many battles against drug trafficking on the border of Paraguay and Argentina.","
    Directors:
Rodrigo Salomón, 
Pietro Scappini
| 
    Stars:
Luis Aguirre, 
Fini Bocchino, 
Bruno Sosa Bofinger, 
Fabio Chamorro
",665,107.0,L
Monkey Twins,"
Action, Adventure, Crime            ",7.9,"
Add a Plot
","
            
    Stars:
Phakhin Khamwilaisak, 
Alisa Kunkwaeng, 
Akkarat Nimitchai, 
Sumret Muengput
",81,24.0,M
Intersections,"
Action, Romance, Thriller            ",5.9,"
A couple on their honeymoon in Morocco survive a deadly car accident in the middle of the desert.","
    Director:
David Marconi
| 
    Stars:
Frank Grillo, 
Jaimie Alexander, 
Roschdy Zem, 
Marie-Josée Croze
",3017,101.0,I
In Our Mothers' Gardens,"
Documentary            ",8.9,"
In Our Mothers' Gardens celebrates the strength and resiliency of Black women and Black families through the complex, and often times humorous, relationship between mothers and daughters.","
    Director:
Shantrelle P. Lewis
| 
    Stars:
Tarana Burke, 
Tina Farris, 
Shantrelle P. Lewis, 
Yolanda Sangeweni
",77,24.0,I
Merry Kissmas,"
Comedy, Drama, Romance            ",5.4,"
A woman engaged to marry a self-centered film and stage director/choreographer falls for a caterer whom she kisses, as does he for her.","
    Director:
Michael Feifer
| 
    Stars:
Karissa Lee Staples, 
Brant Daugherty, 
David O'Donnell, 
Brittany Underwood
",3054,89.0,M
Miseuti,"
Drama, Mystery, Romance            ",8.2,"
This drama is a Crime Suspense centering around a headstrong anchorwoman who becomes the suspect in a murder case. Her estranged husband, who's a lawyer, decides to defend her and hence starts their journey to fall back in love.","
            
    Stars:
Nam-ju Kim, 
Jin-hee Ji, 
Hye-jin Jeon, 
Tae-kyung Im
",421,60.0,M
Let's Be Evil,"
Horror, Sci-Fi, Thriller            ",4.2,"
A vision of augmented reality.","
    Director:
Martin Owen
| 
    Stars:
Sophie Willis, 
Jules Brown, 
Elizabeth Morris, 
Chase Bowman
",7067,82.0,L
John Mulaney: Kid Gorgeous at Radio City,"
Comedy            ",8,"
John Mulaney relays his childhood and Saturday Night Live (1975), eviscerates the value of college, and laments getting older in this comedy special. Other topics include the church, his family, President Trump and pedophiles abducting kids.","
    Director:
Alex Timbers
| 
    Stars:
John Mulaney, 
Jon Brion, 
Carole Shelley
",6989,65.0,J
Navy Seals vs. Zombies,"
Action, Horror            ",3.3,"
A team of highly skilled Navy SEALS find themselves embarking on the battle of their lives when they come face-to-face with the undead. After a deadly outbreak occurs in Baton Rouge, the ...                See full summary »
","
    Director:
Stanton Barrett
| 
    Stars:
Ed Quinn, 
Michael Dudikoff, 
Rick Fox, 
Chad Lail
",2057,97.0,N
Hwanggeumbit Nae Insaeng,"
Drama, Romance            ",6.3,"
A woman has a chance for success, but falls into a bottomless pit of her life. She looks for ways to find happiness through her circumstance.","
            
    Stars:
Hye-Sun Shin, 
Shi-hoo Park, 
Lee Tae-Hwan, 
Eun-Su Seo
",236,65.0,H
Liberi di scegliere,"
Crime, Drama            ",6.5,"
A judge decides to dedicate his life to go after the members of the Ndranghtea-mafia, when he meets a young heir who longs for a life without criminality.","
    Director:
Giacomo Campiotti
| 
    Stars:
Alessandro Preziosi, 
Nicole Grimaudo, 
Carmine Buschini, 
Federica Sabatini
",229,126.0,L
Juman,"
Drama, Romance            ",5.4,"
This series has a Middle Eastern ""Romeo & Juliet"" theme. Juman and Hisham fall in love and marry, against their families' advice. With familial pressures and differences in their understanding, their love is sorely tested.","
            
    Stars:
Nour Al Ghandour, 
Muhanad Al-Hamdi, 
Mubarak Al-Shatti, 
Abdullah Al-Turkumani
",79,40.0,J
Naruto SD: Rock Lee no Seishun Full-Power Ninden,"
Animation, Action, Comedy            ",7.4,"
Naruto SD: Rock Lee & His Ninja Pals is story of Rock Lee's adventures from Rock Lee's perspective.","
            
    Stars:
Yôichi Masukawa, 
Yukari Tamura, 
Kôichi Tôchika, 
Tôru Ohkawa
",787,24.0,N
Kabaneri of the Iron Fortress: Unato Decisive Battle,"
Animation, Action, Adventure            ",6.8,"
The film chronicles the attempt of the team to take back Unato castle.","
    Director:
Tetsurô Araki
| 
    Stars:
Tasuku Hatanaka, 
Sayaka Senbongi, 
Maaya Uchida, 
Toshiki Masuda
",924,82.0,K
Nackt unter Wölfen,"
Drama, History, War            ",7.2,"
As WWII comes to an end, a group of Buchenwald's emaciated prisoners risk their lives for the safety of the camp's youngest inmate: a four-year-old Auschwitz-born Jewish prisoner. Is there a future for the Buchenwald boy?","
    Director:
Philipp Kadelbach
| 
    Stars:
Florian Stetter, 
Peter Schneider, 
Sylvester Groth, 
Sabin Tambrea
",3845,105.0,N
Johan Falk: Spelets regler,"
Action, Crime, Thriller            ",6.6,"
It has been two years since John Falk and Frank Wagner broke their cooperation and Frank stopped working undercover for the police. Frank has just had: Re-opening of his bar when his former...                See full summary »
","
    Director:
Charlotte Brändström
| 
    Stars:
Jakob Eklund, 
Joel Kinnaman, 
Mikael Tornving, 
Ruth Vega Fernandez
",2409,96.0,J
Homecoming: A Film by Beyoncé,"
Documentary, Music            ",7.5,"
This intimate, in-depth look at Beyoncé's celebrated 2018 Coachella performance reveals the emotional road from creative concept to cultural movement.","
    Directors:
Beyoncé, 
Ed Burke
| 
    Stars:
Beyoncé, 
Joe Brown, 
Marvin Brown, 
Nirine S. Brown
",6574,137.0,H
New Kids Nitro,"
Action, Comedy            ",6,"
Gerrie, Richard, Rikkert, Robbie and Barry from Maaskantje are in a big fight with the village of Schijndel. When a zombie kills someone from Brabant, things get out of hand.","
    Directors:
Steffen Haars, 
Flip Van der Kuil
| 
    Stars:
Huub Smit, 
Tim Haars, 
Wesley van Gaalen, 
Steffen Haars
",9021,74.0,N
Hate Story,"
Drama, Thriller            ",5.3,"
After a powerful businessman has her baby forcefully aborted, Kaavya Krishna uses her body as a sexual weapon to destroy his empire, brick by brick.","
    Director:
Vivek Agnihotri
| 
    Stars:
Nikhil Dwivedi, 
Gulshan Devaiah, 
Paoli Dam, 
Mohan Kapur
",3524,140.0,H
LUV,"
Crime, Drama            ",6,"
An 11-year-old boy gets a crash course in what it means to be a man when he spends a day with the ex-convict uncle he idolizes.","
    Director:
Sheldon Candis
| 
    Stars:
Common, 
Michael Rainey Jr., 
Dennis Haysbert, 
Danny Glover
",2136,94.0,L
Keith Richards: Under the Influence,"
Documentary, Music            ",7.1,"
A portrait of Keith Richards that takes us on a journey to discover the genesis of his sound as a songwriter, guitarist and performer.","
    Director:
Morgan Neville
| 
    Stars:
Keith Richards, 
Anthony DeCurtis, 
Steve Jordan, 
Tom Waits
",3093,81.0,K
Mere Pyare Prime Minister,"
Drama            ",6.8,"
A story about four children living in a Mumbai slum in India. An eight-year old Kanhu writes a letter to the Prime Minister after a dramatic incident with his mother. A small boy has to achieve the impossible.","
    Director:
Rakeysh Omprakash Mehra
| 
    Stars:
Rasika Agashe, 
Sonia Albizuri, 
Syna Anand, 
Adarsh Bharti
",593,104.0,M
Munafik 2,"
Horror            ",6.1,"
Haunted by terrifying visions, a Muslim healer finds his faith tested when he helps a woman locked in battle, body and soul, with a diabolical leader.","
    Director:
Syamsul Yusof
| 
    Stars:
Syamsul Yusof, 
Maya Karin, 
Nasir Bilal Khan, 
Fizz Fairuz
",1572,104.0,M
Ha phraeng,"
Comedy, Fantasy, Horror            ",6.7,"
Phobia 2 is composed of five short movie segments directed by five of the best directors of Thai horror films. A teenager who committed a crime goes to a sacred place for meditation and ...                See full summary »
","
    Directors:
Banjong Pisanthanakun, 
Visute Poolvoralaks, 
Paween Purijitpanya, 
Songyos Sugmakanan, 
Parkpoom Wongpoom
| 
    Stars:
Jirayu La-ongmanee, 
Ray MacDonald, 
Chumphorn Thepphithak, 
Apasiri Nitibhon
",2454,125.0,H
Layla Majnun,"
Drama, Romance            ",6.4,"
While in Azerbaijan, Layla, an Indonesian scholar, falls for Samir, an admirer of her work - but her arranged marriage stands in the way.","
    Director:
Monty Tiwa
| 
    Stars:
Acha Septriasa, 
Reza Rahadian, 
Baim Wong, 
Dian Nitami
",218,119.0,L
Masaba Masaba,"
Comedy, Drama            ",6.7,"
Real life mom-daughter duo Neena and Masaba Gupta play versions of themselves in this playful, fictional peek into their lives in fashion and film.","
            
    Stars:
Masaba Gupta, 
Neena Gupta, 
Neil Bhoopalam, 
Rytasha Rathore
",1525,50.0,M
Hector,"
Drama            ",6.9,"
Hector has been living on the motorways for years. His once comfortable family life has been replaced by a never-ending tour of service stations that offer him shelter, anonymity, washing ...                See full summary »
","
    Director:
Jake Gavin
| 
    Stars:
Peter Mullan, 
Keith Allen, 
Natalie Gavin, 
Sharon Rooney
",1619,87.0,H
House Arrest,"
Comedy            ",5.5,"
A world-weary man's self-imposed home confinement becomes a comedy of errors with the simultaneous arrivals of a peculiar package and a curious journalist.","
    Directors:
Samit Basu, 
Shashanka Ghosh
| 
    Stars:
Ali Fazal, 
Shriya Pilgaonkar, 
Jim Sarbh, 
Barkha Singh
",1516,104.0,H
Nanti kita cerita tentang hari ini,"
Drama, Family            ",7.5,"
Three siblings live in happy-looking families, but one of them changes and gets warned by his parents, prompting the rebellion of the three siblings which led to the discovery of the secrets and great trauma in their families.","
    Director:
Angga Dwimas Sasongko
| 
    Stars:
Rio Dewanto, 
Sheila Dara Aisha, 
Rachel Amanda, 
Sinyo Riza
",964,121.0,N
Nazi Concentration Camps,"
Documentary, History            ",8.3,"
Produced and presented as evidence at the Nuremberg war crimes trial of Hermann Göring and twenty other Nazi leaders.","
    Director:
George Stevens
| 
    Stars:
Dwight D. Eisenhower, 
Omar N. Bradley, 
George S. Patton, 
Hayden Sears
",1358,59.0,N
