MOVIES,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime,primera_letra
Craig Ross Jr.'s Monogamy,"
Drama            ",7.2,"
Four couples from all over the country travel to Los Angeles to undergo a new type of treatment called Swap Therapy to repair their broken marriages.","
            
    Stars:
Jill Marie Jones, 
Vanessa Simmons, 
Darius McCrary, 
Caryn Ward
",321,30.0,C
Girls Hostel,"
Comedy, Drama            ",8.1,"
Imagine a night in with 4 girls. Now imagine doing that for 4 years. In a building full of girls that is a Girl's Hostel. Live the Dushmani, the Dosti, the Pyaar, the Bhasad.","
            
    Stars:
Srishti Shrivastava, 
Parul Gulati, 
Ahsaas Channa, 
Simran Natekar
",3566,23.0,G
Akjilkyungchal,"
Action, Crime, Drama            ",6.3,"
A corrupt cop enlists a teenage girl's help to expose a corporate scandal and eventually becomes her unlikely protector.","
    Director:
Jeong-beom Lee
| 
    Stars:
Song Boo-gun, 
Park Hae-joon, 
Philip Hersh, 
So-nee Jeon
",1768,127.0,A
Cinema Bandi,"
Comedy, Drama            ",8,"
When a driver finds an expensive camera in the back seat of his rickshaw, he comes up with a ridiculously ambitious plan to gather the village and make a film - a ticket to get their drought-hit village out of its dreary conditions.","
    Director:
Praveen Kandregula
| 
    Stars:
Vikas Vasistha, 
Sandeep Varanasi, 
Rag Mayur, 
Trishara
",2001,98.0,C
Danger Mouse,"
Animation, Action, Adventure            ",7.1,"
The continuing adventures of secret agent Danger Mouse and his sidekick Penfold.","
            
    Stars:
Alexander Armstrong, 
Kevin Eldon, 
Dave Lamb, 
Stephen Fry
",499,22.0,D
Alien Worlds,"
Documentary, Animation, Sci-Fi            ",6.5,"
Applying the laws of life on Earth to rest of the galaxy, this series blends science facts and fiction to imagine alien life on other planets.","
            
    Stars:
Sophie Okonedo, 
Leigh Joel Scott, 
Vahe Alaverdian, 
Stuart Armstrong
",3006,24.0,A
Away,"
Crime, Drama            ",6.8,"
A story set in the north English seaside town of Blackpool and centered on two kindred spirits who form an unlikely friendship.","
    Director:
David Blair
| 
    Stars:
Timothy Spall, 
Juno Temple, 
Hayley Squires, 
Matt Ryan
",2079,105.0,A
Advantageous,"
Drama, Family, Sci-Fi            ",6.2,"
In a near-future city where soaring opulence overshadows economic hardship, Gwen and her daughter Jules do all they can to hold on to their joy together, despite the instability surfacing in their world.","
    Director:
Jennifer Phang
| 
    Stars:
Jacqueline Kim, 
James Urbaniak, 
Freya Adams, 
Ken Jeong
",5140,90.0,A
Annyeong? Naya!,"
Comedy, Fantasy, Romance            ",7.2,"
Miserable and unsuccessful, a woman thinks she's lost all her spark, until one day, her spunky younger self appears in front of her demanding change.","
            
    Stars:
Kang-hee Choi, 
Kim Young-kwang, 
Re Lee, 
Eum Moon Suk
",344,65.0,A
Berserk: Ougon jidai-hen II - Dorudorei koryaku,"
Animation, Action, Adventure            ",7.8,"
For three years, Guts believed his mission was to pursue Griffith's dream together with him. But in order to become Griffith's equal and truly be called his friend, Guts realizes he will ...                See full summary »
","
    Director:
Toshiyuki Kubooka
| 
    Stars:
Carrie Keranen, 
Orion Acaba, 
Chris Jai Alex, 
G.K. Bowes
",9421,95.0,B
Crímenes de familia,"
Crime, Drama, Thriller            ",6.6,"
Desperate and confused, Alicia will do the impossible to keep her son from prison after he's convicted of trying to murder his ex-wife.","
    Director:
Sebastián Schindel
| 
    Stars:
Cecilia Roth, 
Miguel Ángel Solá, 
Benjamín Amadeo, 
Sofía Gala Castiglione
",3486,99.0,C
Gakusen toshi asterisk,"
Animation, Action, Comedy            ",6.9,"
The Academy City on the water, Rikka (also known as Asterisk) is the world's largest stage for the integrated battle entertainment, ""Star Wars Festival."" The young boys and girls of the ""...                See full summary »
","
            
    Stars:
Atsushi Tamaru, 
Ai Kakuma, 
Kira Buckland, 
Erik Scott Kimerer
",1696,23.0,G
Born to Be Blue,"
Biography, Drama, Music            ",6.9,"
A re-imagining of jazz legend Chet Baker's musical comeback in the late '60s.","
    Director:
Robert Budreau
| 
    Stars:
Ethan Hawke, 
Carmen Ejogo, 
Callum Keith Rennie, 
Tony Nappo
",8304,97.0,B
"Go, Dog. Go!","
Animation            ",7.4,"
Young pup Tag Barker and her adventures in Pawston, a colorful community of dogs on the go.","
            
    Stars:
Michela Luci, 
Callum Shoniker, 
Lyon Smith, 
Linda Ballantyne
",126,24.0,G
Frozen Fever,"
Animation, Short, Adventure            ",6.9,"
On Anna's birthday, Elsa and Kristoff are determined to give her the best celebration ever, but Elsa's icy powers may put more than just the party at risk.","
    Directors:
Chris Buck, 
Jennifer Lee
| 
    Stars:
Kristen Bell, 
Idina Menzel, 
Jonathan Groff, 
Josh Gad
",14945,8.0,F
Abstract: The Art of Design,"
Documentary            ",8.4,"
A look beyond blueprints and computers into the art and science of design, showcasing great designers from every discipline whose work shapes our world.","
            
    Stars:
Platon, 
Cas Holman, 
Ian Spalter, 
Elisabeth Biondi
",5046,45.0,A
Bodyguard,"
Action, Comedy, Drama            ",4.7,"
The daughter of a wealthy nobleman secretly falls in love with her bodyguard.","
    Director:
Siddique
| 
    Stars:
Salman Khan, 
Kareena Kapoor, 
Raj Babbar, 
Hazel Keech
",24275,130.0,B
Adú,"
Drama            ",6.7,"
Three people, three stories, one thing in common: Africa.","
    Director:
Salvador Calvo
| 
    Stars:
Luis Tosar, 
Álvaro Cervantes, 
Anna Castillo, 
Moustapha Oumarou
",4416,119.0,A
"Fresh, Fried and Crispy","
Reality-TV            ",6.3,"
Passionate about food and ready for fun, critic Daym Drops drops in on America's smokin' hot spots for the best, freshest takes on fried food.","
            
    Stars:
Daym Drops, 
Sonya Beckham, 
Teresa Cottrell, 
Nancy Faidley-Devine
",417,24.0,F
Betty en NY,"
Comedy            ",7.7,"
The show centers on Beatriz Aurora Rincon Lozano, a young climber who takes a job at V&M Fashion as secretary to the company president.","
            
    Stars:
Elyfer Torres, 
Erick Elias, 
Amaranta Ruiz, 
Sabrina Seara
",477,60.0,B
Diagnosis,"
Documentary            ",7.8,"
Medical docuseries focusing on patients with unique illnesses and their journeys to find a diagnosis and cure.","
            
    Stars:
Hugh Calkins, 
Crystal Lee, 
Matt Lee, 
Lisa Sanders
",975,24.0,D
Dolly Kitty Aur Woh Chamakte Sitare,"
Comedy, Drama            ",5.3,"
A disillusioned Delhi wife and her new-in-town cousin navigate damning secrets, dreams and their thorny dynamic on their respective roads to freedom.","
    Director:
Alankrita Shrivastava
| 
    Stars:
Konkona Sen Sharma, 
Bhumi Pednekar, 
Amol Parashar, 
Kubbra Sait
",4946,126.0,D
Aelliseu,"
Drama, Fantasy, Mystery            ",7.2,"
The story of detective Park Jin Gyeom who comes to know about the existence of time travelers while investigating a mysterious murder case.","
            
    Stars:
Kim Hee-seon, 
Joo Won, 
Da-In Lee, 
Choi Wonyoung
",792,70.0,A
Christmas with a View,"
Drama, Romance            ",5.2,"
Secret aspirations between a failed restaurateur and a celebrity chef threaten their blossoming Christmas romance.","
    Director:
Justin G. Dyck
| 
    Stars:
Kaitlyn Leeb, 
Scott Cavalheiro, 
Mark Ghanimé, 
Kristen Kurnik
",3906,91.0,C
Gireumjin Mello,"
Comedy, Romance            ",7.5,"
Set at a small Chinese restaurant, ""Wok of Love"" follows Seo Poong's attempt at survival, food and love.","
            
    Stars:
Jun-Ho Lee, 
Jang Hyuk, 
Ryeowon Jung, 
Im Won-hee
",657,35.0,G
Criminal: Germany,"
Crime, Drama, Mystery            ",7.7,"
In the interview room, detectives go head-to-head with suspects and try to get to the truth - even if it means breaking the rules and risking it all.","
            
    Stars:
Eva Meckbach, 
Sylvester Groth, 
Florence Kasumba, 
Christian Kuchenbuch
",4577,59.0,C
Gekijouban Fate/Stay Night: Heaven's Feel - I. Presage Flower,"
Animation, Action, Drama            ",7.5,"
Movie adaptation of the third route of Fate/Stay Night.","
    Director:
Tomonori Sudô
| 
    Stars:
Bryce Papenbrook, 
Noriaki Sugiyama, 
Noriko Shitaya, 
Cristina Valenzuela
",2147,120.0,G
Biggie: I Got a Story to Tell,"
Documentary, Biography, Music            ",6.9,"
This documentary features rare footage filmed by Christopher Wallace's best friend, Damion ""D-Roc"" Butler, and interviews with his closest friends and family, revealing a side of Biggie Smalls that the world never knew.","
    Director:
Emmett Malloy
| 
    Stars:
The Notorious B.I.G., 
Damion Butler, 
Sean 'Diddy' Combs, 
Voletta Wallace
",4347,97.0,B
Accidentally in Love,"
Music, Romance            ",7.6,"
A popular singer decides to go back to school, becoming the center of attention there, and meets an ordinary female student with a dual personality.","
            
    Stars:
Junchen Guo, 
Yi Ning Sun, 
Yiqin Zhao
",933,30.0,A
Carole & Tuesday,"
Animation, Drama, Music            ",7.9,"
Two girls, from different backgrounds but sharing a love for music, meet and change history with their united musical talent.","
            
    Stars:
Miyuri Shimabukuro, 
Kana Ichinose, 
Celeina Ann, 
Akio Ôtsuka
",1694,22.0,C
BAC Nord,"
Crime, Thriller            ",6.2,"
A police brigade working in the dangerous northern neighborhoods of Marseille, where the level of crime is higher than anywhere else in France.","
    Director:
Cédric Jimenez
| 
    Stars:
Gilles Lellouche, 
François Civil, 
Karim Leklou, 
Adèle Exarchopoulos
",54,105.0,B
Archibald's Next Big Thing,"
Animation, Adventure, Comedy            ",7.8,"
The adventures of a care-free Chicken named Archibald.","
            
    Stars:
Tony Hale, 
Rosamund Pike, 
Kari Wahlgren, 
Chelsea Kane
",241,24.0,A
Barbie: Dolphin Magic,"
Animation, Adventure, Family            ",5.7,"
As Barbie and her sisters enjoy their vacation at a sun-kissed island resort, a rare Gemstone dolphin goes missing. Will she and her mysterious new friend, Isla, find it? And, above all, will Isla share her well-hidden secret with Barbie?","
    Director:
Conrad Helten
| 
    Stars:
Erica Lindbeck, 
Shannon Chan-Kent, 
Kazumi Evans, 
Claire Margaret Corlett
",619,61.0,B
Cheongchunsidae,"
Comedy, Drama, Romance            ",8.3,"
5 college students, from different walks of life end up living together in a fictional house share called Belle Epoque","
            
    Stars:
Yeri Han, 
Seung-Yeon Han, 
Eun-bin Park, 
Hwa-young Ryu
",1861,60.0,C
Boca a Boca,"
Drama, Mystery, Thriller            ",6.4,"
In a Brazilian cattle-ranching town, adolescents panic when they're threatened by the outbreak of a contagious infection transmitted by kissing.","
            
    Stars:
Caio Horowicz, 
Iza Moreira, 
Michel Joelsas, 
Denise Fraga
",674,24.0,B
Cuba and the Cameraman,"
Documentary            ",8.3,"
Life in Cuba for three struggling families over the course of 45 years, from the cautious optimism of the early 1970s to the harrowing 1990s after the fall of the Soviet Union and the 2016 death of Fidel Castro.","
    Director:
Jon Alpert
",4124,113.0,C
Elite Short Stories: Nadia Guzmán,"
Short, Drama, Romance            ",6.3,"
Nadia feels conflicted about whether or not to see her long distance boyfriend, Guzmán, when she returns to Spain for her sister's wedding.","
            
    Stars:
Miguel Bernardeau, 
Mina El Hammani, 
Omar Ayuso, 
Sergio San Millán
",1254,33.0,E
Floor Is Lava,"
Game-Show, Reality-TV            ",5.3,"
Teams compete to navigate rooms flooded with lava by leaping from chairs, hanging from curtains and swinging from chandeliers.","
            
    Stars:
Rutledge Wood, 
Janine Hogan, 
Todd Leykamp, 
Alyssa Sabo
",1897,38.0,F
Candy Jar,"
Comedy            ",5.8,"
Dueling high school debate champs who are at odds on just about everything forge ahead with ambitious plans to get into the colleges of their dreams.","
    Director:
Ben Shelton
| 
    Stars:
Jacob Latimore, 
Sami Gayle, 
Tom Bergeron, 
Helen Hunt
",4658,92.0,C
"Gwaenchanhah, Sarangiya","
Comedy, Drama, Romance            ",8.3,"
A love story between a psychiatrist named Ji Hae Soo and an author who had schizophrenia named Jang Jae Yeol.","
            
    Stars:
Dong-il Sung, 
Kwang-Soo Lee, 
Jin Kyung, 
Kyung-soo Do
",3454,60.0,G
Chemi Bednieri Ojakhi,"
Drama            ",7.4,"
In a patriarchal society, an ordinary Georgian family lives with three generations under one roof. All are shocked when 52-year-old Manana decides to move out from her parents' home and ...                See full summary »
","
    Directors:
Nana Ekvtimishvili, 
Simon Groß
| 
    Stars:
Ia Shugliashvili, 
Merab Ninidze, 
Berta Khapava, 
Tsisia Qumsishvili
",3482,120.0,C
Fate/Grand Order: Zettai Maju Sensen Babylonia,"
Animation, Action, Drama            ",7.3,"
Chaldea agents Ritsuka Fujimnaru and Mash Kyrielight travel to Babylon and encounter the heroes and gods of that realm.","
            
    Stars:
Nobunaga Shimazaki, 
Rie Takahashi, 
Kenichi Suzumura, 
Ayako Kawasumi
",526,24.0,F
"Dan, Hanaui Sarang","
Comedy, Drama, Fantasy            ",7.8,"
Dan is a care-free angel who always gets into trouble. In order to return to heaven, he is tasked with a mission to find true love for a cold and single-minded ballerina Lee Yun Seo, but ends up falling for her himself.","
            
    Stars:
Hye-Sun Shin, 
Myung-Soo Kim, 
Dong-geon Lee, 
Bo-mi Kim
",1420,35.0,D
Chelsea Does,"
Documentary            ",7.2,"
Comedienne and writer Chelsea Handler discusses the topics of marriage, racism, Silicon Valley, and drugs.","
            
    Stars:
Chelsea Handler, 
Steven David, 
Mary McCormack, 
Irving Azoff
",2395,70.0,C
Diamond City,"
Crime, Drama            ",7.1,"
A prominent prosecuting attorney must defend her innocence when she's set up and sent to prison as she investigates a conspiracy. Once a prosecutor, now a prisoner, she's having to learn the hard way how the system can fail.","
            
    Stars:
Nambitha Ben-Mazwi, 
Ilse Klink, 
Lehlohonolo Makoko, 
Makgano Mamabolo
",14,24.0,D
Da yu hai tang,"
Animation, Adventure, Drama            ",7.1,"
A 16-year-old girl travels to the human world in the form of a dolphin and forms a connection with a human boy.","
    Directors:
Xuan Liang, 
Chun Zhang
| 
    Stars:
Guanlin Ji, 
Shangqing Su, 
Timmy Xu, 
Shulan Pan
",5365,100.0,D
Come Sunday,"
Biography, Drama            ",6,"
Evangelist Carlton Pearson is ostracized by his church for preaching that there is no Hell.","
    Director:
Joshua Marston
| 
    Stars:
Chiwetel Ejiofor, 
Gerard Catus, 
Allie McCulloch, 
LaKeith Stanfield
",2145,106.0,C
Gojira: Kaijû Wakusei,"
Animation, Action, Adventure            ",6,"
A desperate group of refugees attempts to recolonize Earth 20,000 years after Godzilla took over, but one young man wants revenge above all else.","
    Directors:
Hiroyuki Seshita, 
Kôbun Shizuno
| 
    Stars:
Mamoru Miyano, 
Takahiro Sakurai, 
Kana Hanazawa, 
Tomokazu Sugita
",8108,89.0,G
Break,"
Drama            ",5.9,"
Lucie, a young dancer suffers an accident. When she wakes up from a coma, she and her partner start training for a dance show. On the way, she starts looking for her estranged father, a path that might lead her to life-changing love.","
    Director:
Marc Fouchard
| 
    Stars:
Sabrina Ouazani, 
Kévin Mischel, 
Hassam Ghancy, 
Slimane Nebchi
",1012,96.0,B
"Bon Cop, Bad Cop","
Action, Comedy, Crime            ",6.8,"
Two Canadian detectives, one from Ontario and the other from Quebec, must work together when a murdered victim is found on the Ontario-Quebec border.","
    Director:
Erik Canuel
| 
    Stars:
Michel Beaudry, 
Patrice Bélanger, 
Pierre Boudreau, 
Sarain Boylan
",12296,117.0,B
Berlin Calling,"
Comedy, Drama, Music            ",7.2,"
A man tours clubs around the globe with his manager and girlfriend. On the eve of their largest album release he is admitted to a psychiatric clinic after overdosing at a gig.","
    Director:
Hannes Stöhr
| 
    Stars:
Paul Kalkbrenner, 
Rita Lengyel, 
Corinna Harfouch, 
Araba Walton
",13984,109.0,B
Chicago Overcoat,"
Action, Adventure, Crime            ",6,"
The fates of an aging hitman and a washed up detective become entwined when one last job leads to one last chance to settle an old score.","
    Director:
Brian Caunter
| 
    Stars:
Frank Vincent, 
Kathrine Narducci, 
Mike Starr, 
Stacy Keach
",1052,94.0,C
El Hilo Rojo,"
Drama, Romance            ",5.4,"
Seven years after their fateful first encounter, Abril and Manuel meet again. Although they're both married, their attraction has only grown.","
    Director:
Daniela Goggi
| 
    Stars:
Eugenia Suárez, 
Benjamín Vicuña, 
Hugo Silva, 
Guillermina Valdez
",2371,100.0,E
American Son,"
Drama            ",5.8,"
An estranged couple reunite in a Florida police station to help find their missing teenage son.","
    Director:
Kenny Leon
| 
    Stars:
Kerry Washington, 
Steven Pasquale, 
Jeremy Jordan, 
Eugene Lee
",6554,90.0,A
Go Go Squid!,"
Drama, Romance            ",8,"
This is a sweet love story about how a straight-A girl student with high IQ pursues a former prince charming as well as an inspirational story about a hero who comes back to regain dream ...                See full summary »
","
            
    Stars:
Xian Li, 
Zi Yang, 
Mingde Li, 
Yifan Wen
",768,45.0,G
Amateur,"
Drama, Sport            ",5.9,"
A young basketball future star struggles with his personal life in pursuit of his dream.","
    Director:
Ryan Koo
| 
    Stars:
Michael Rainey Jr., 
Tekola Cornetet, 
Hanna Longo, 
Walter Anaruk
",3972,96.0,A
Budapest,"
Comedy            ",5.4,"
Two best friends stuck in boring jobs become bachelor party planners in Budapest.","
    Director:
Xavier Gens
| 
    Stars:
Manu Payet, 
Jonathan Cohen, 
Monsieur Poulpe, 
Alice Belaïdi
",2506,102.0,B
God Eater,"
Animation, Action, Sci-Fi            ",7,"
The year 2071, the Earth has been devastated by mysterious monsters that devour living creatures and are impervious to weapons. An organization called Fenrir is the only one with weapons capable of killing the monsters.","
            
    Stars:
Tomohisa Asô, 
Kira Buckland, 
Robbie Daymond, 
Dorah Fine
",1696,24.0,G
Grizzy and the Lemmings,"
Animation, Comedy, Family            ",7,"
The forest ranger's house is the only area of human civilization in the middle of untamed wilderness in a vast natural reserve in Canada. When the ranger is away, a bear named Grizzy feels ...                See full summary »
","
            
    Stars:
Pierre-Alain de Garrigues, 
Josselin Charier
",445,7.0,G
El silencio del pantano,"
Action, Adventure, Crime            ",4.9,"
A writer of crime stories discovers that reality is more criminal than the stories he writes.","
    Director:
Marc Vigil
| 
    Stars:
Pedro Alonso, 
Nacho Fresneda, 
Carmina Barrios, 
José Ángel Egido
",3486,92.0,E
Anatomy of a Love Seen,"
Drama, Romance            ",4.7,"
Two young actresses fall in love with each other while filming a lesbian love scene, then break up months later, and then are forced to reunite in order to re-shoot the love scene for the movie's distribution.","
    Director:
Marina Rice Bader
| 
    Stars:
Sharon Hinnendael, 
Jill Evyn, 
Constance Brenneman, 
Marina Rice Bader
",2487,80.0,A
Destry,"
Western            ",6.7,"
A dishonest mayor and powerful criminal dominate a small western town. But when the town's sheriff dies under mysterious circumstances, Tom Destry, son of a famed gunman, is called in to put an end to the corruption.","
    Director:
George Marshall
| 
    Stars:
Audie Murphy, 
Mari Blanchard, 
Lyle Bettger, 
Thomas Mitchell
",1318,95.0,D
Dakteo Peurijeuneo,"
Drama, Mystery, Thriller            ",7.8,"
Doctor Prisoner centers around an ace doctor in a university hospital's emergency care center, a skilled professional who treats his patients with full devotion and without discrimination. ...                See full summary »
","
            
    Stars:
Byeong-cheol Kim, 
Min Namkoong, 
Nara, 
Choi Wonyoung
",446,35.0,D
Börü,"
Action, Thriller, War            ",8.2,"
Turkey in the spring of 2014. A time when the enemies are growing on the border, the circle of danger inside is becoming narrower. The Republic of Turkey faces the greatest threats of ...                See full summary »
","
            
    Stars:
Ahu Türkpençe, 
Serkan Çayoglu, 
Emir Benderlioglu, 
Murat Arkin
",6607,80.0,B
Challenger: The Final Flight,"
Documentary, History            ",7.9,"
Four-part docuseries on the 1986 Challenger space shuttle disaster, unpacking an indelible moment for a generation of Americans.","
            
    Stars:
June Scobee Rodgers, 
William Harwood, 
Frederick D. Gregory, 
John Zarrella
",5904,179.0,C
Check Point,"
Action, Thriller, War            ",3.2,"
Port City North Carolina: During a routine camp out, a local vagrant, a former marine discovers plans for an invasion in America. When he tries to notify the local Sheriff about his ...                See full summary »
","
    Director:
Thomas J. Churchill
| 
    Stars:
Kenny Johnson, 
Tyler Mane, 
William Forsythe, 
Michelle Lee
",1000,97.0,C
Dragon Quest: Your Story,"
Animation, Adventure, Family            ",6.6,"
Based on the fifth Dragon Quest game.","
    Director:
Takashi Yamazaki
| 
    Stars:
Kasumi Arimura, 
Steve Blum, 
Shaun Conde, 
Jacob Craner
",2541,103.0,D
Beat Bugs,"
Animation, Short, Adventure            ",7.6,"
Beat Bugs is an animated series, revolving around the lives and adventures of five charming and funny child-like bugs who live in an overgrown American-style backyard.","
            
    Stars:
Charles Demers, 
Rebecca Husain, 
Lili Beaudoin, 
Ashleigh Ball
",491,24.0,B
Find Me in Your Memory,"
Fantasy, Mystery, Romance            ",7.4,"
A love story between a man who remembers every second of his life and a woman who forgot her painful past.","
            
    Stars:
Dong-wook Kim, 
Moon Ga-young, 
Seul-gi Kim, 
Jong-Hoon Yoon
",492,35.0,F
Dime Cuándo Tú,"
Comedy            ",5.8,"
After his grandpa's passing, Mexican-American Will decides to go ahead with the plans he'd made to help him discover his roots in Mexico.","
    Director:
Gerardo Gatica González
| 
    Stars:
Héctor Bonilla, 
Ofelia Reyes Botello, 
Brett Calo, 
Manolo Caro
",743,95.0,D
Eating Out: The Open Weekend,"
Comedy            ",5.5,"
Zack is gaycationing in Palm Springs with new BF Benji who, to Zack's dismay, wants to try an open relationship. Adding confusion is Casey, Zack's ex, with Peter, his fake BF, plus Casey's fruity friend, Penny, and Zack's friend Lilly.","
    Director:
Q. Allan Brocka
| 
    Stars:
Aaron Milo, 
Chris Puckett, 
Chris Salvatore, 
Harmony Santana
",2277,82.0,E
Christmas on the Square,"
Comedy, Family, Musical            ",5.2,"
An embittered ""Scrooge"" of a woman plans to sell her small town, regardless of the consequences to the people who live there.","
    Director:
Debbie Allen
| 
    Stars:
Dolly Parton, 
Jenifer Lewis, 
Josh Segarra, 
Jeanine Mason
",2239,98.0,C
"Frankenstein's Monster's Monster, Frankenstein","
Comedy            ",5.9,"
David Harbour delves into the enigmatic history of his legendary acting family, as he examines his father's legacy and role in a made-for-TV play.","
    Director:
Daniel Gray Longino
| 
    Stars:
David Harbour, 
Kate Berlant, 
Alex Ozerov, 
Mary Woronov
",2017,32.0,F
El autor,"
Comedy, Crime, Drama            ",6.5,"
A man obsessed with the idea of writing ""high literature"" starts to cause conflicts around him to write about it.","
    Director:
Manuel Martín Cuenca
| 
    Stars:
Javier Gutiérrez, 
María León, 
Adelfa Calvo, 
Adriana Paz
",5276,112.0,E
Aneun Waipeu,"
Fantasy, Romance            ",7.6,"
A married couple suddenly finds themselves living entirely different lives after their fates magically change through an unexpected incident.","
            
    Stars:
Seong Ji, 
Han Ji-min, 
Seung-jo Jang, 
Kang Han-na
",660,60.0,A
Blame!,"
Animation, Action, Drama            ",6.7,"
In the distant future, humans are declared ""illegal residents"" and hunted to near extinction by murderous robots. One day, a group of human scavengers come across a strange man named Killy, who may be the key to humanity's survival.","
    Director:
Hiroyuki Seshita
| 
    Stars:
Takahiro Sakurai, 
Kana Hanazawa, 
Sora Amamiya, 
Mamoru Miyano
",7432,106.0,B
Dawn of the Croods,"
Animation, Short, Adventure            ",6,"
Eep, Grug, Thunk, Ugga, Sandy and Gran are back. Follow them as they meet new friends, outrun new creatures and encounter ""firsts"" the world has never seen - such as school, slumber parties, hiccups and elections.","
            
    Stars:
Dan Milano, 
A.J. LoCascio, 
Laraine Newman, 
Cree Summer
",595,23.0,D
Death Clique,"
Crime, Drama, Mystery            ",5.6,"
A jealous rivalry between three high school girls leads to a shocking crime.","
    Director:
Doug Campbell
| 
    Stars:
Barbara Alyn Woods, 
Tina Ivlev, 
Lexi Ainsworth, 
Brittany Underwood
",1271,83.0,D
A Wish For Christmas,"
Drama, Family, Fantasy            ",6,"
Sara Thomas is the type of woman who prefers to sit on the sidelines at work, but when her big idea for a Christmas initiative is stolen, she makes a wish to Santa that she'll finally have ...                See full summary »
","
    Director:
Christie Will Wolf
| 
    Stars:
Lacey Chabert, 
Paul Greene, 
Andrea Brooks, 
Colleen Wheeler
",4260,84.0,A
Divines,"
Crime, Drama            ",7.4,"
A street teenager from a dysfunctional family from a banlieue (HLMs) in Paris comes across a young dancer who turns her life upside down.","
    Director:
Houda Benyamina
| 
    Stars:
Oulaya Amamra, 
Déborah Lukumuena, 
Kévin Mischel, 
Jisca Kalvanda
",9245,105.0,D
Blown Away,"
Reality-TV            ",7.1,"
A reality show featuring glass blowers from around the world competing to be the best. One artist is dismissed after each episode/challenge.","
            
    Stars:
Nick Uhas, 
Deborah Czeresko, 
Alexander Rosenberg, 
Janusz Pozniak
",2438,23.0,B
Borderline,"
Comedy            ",7.2,"
Retro-scripted, spoof documentary series following the work of UK Border Force staff at the fictional Northend Airport. Narrated by Ralf Little.","
            
    Stars:
David Avery, 
Jackie Clune, 
David Elms, 
Liz Kingsman
",1432,30.0,B
Den enfaldige mördaren,"
Drama            ",7.6,"
A mentally challenged man escapes from his tyrannical master and finds happiness when a poor family takes him in.","
    Director:
Hans Alfredson
| 
    Stars:
Stellan Skarsgård, 
Maria Johansson, 
Hans Alfredson, 
Per Myrberg
",3065,108.0,D
Christmas Made to Order,"
Romance            ",5.7,"
A Hallmark Channel original movie. When architect and Christmas amateur Steven (Jonathan Bennett) finds himself hosting his family for Christmas, he recruits holiday coordinator Gretchen (Alexa PenaVega) to bring holiday joy to his home.","
    Director:
Sam Irvin
| 
    Stars:
Alexa PenaVega, 
Jonathan Bennett, 
Jo Marie Payton, 
Jacob Young
",3759,80.0,C
A Christmas Prince: The Royal Baby,"
Family, Romance            ",5.4,"
It's Christmastime in Aldovia, and a royal baby is on the way. Amber and Richard host royals from a distant kingdom to renew a sacred truce, but when the treaty vanishes, peace is jeopardized and an ancient curse threatens their family.","
    Director:
John Schultz
| 
    Stars:
Rose McIver, 
Ben Lamb, 
Alice Krige, 
Honor Kneafsey
",5594,84.0,A
Big Bear,"
Comedy            ",5.1,"
BIG BEAR is about Joe (Joey Kern) who reluctantly has his bachelor party even though his fiancée just dumped him for some dude (Pablo Schreiber).","
    Director:
Joey Kern
| 
    Stars:
Pablo Schreiber, 
Adam Brody, 
Tyler Labine, 
Zachary Knighton
",1280,88.0,B
From the Dark,"
Horror, Thriller            ",4.9,"
A couple on a trip through the Irish countryside find themselves hunted by a creature who only attacks at night.","
    Director:
Conor McMahon
| 
    Stars:
Niamh Algar, 
Stephen Cromwell, 
Ged Murray, 
Gerry O'Brien
",3108,90.0,F
Criminal: France,"
Crime, Drama, Mystery            ",7.2,"
Secrets emerge and entire cases unravel inside a police interview room in Paris, where suspects and investigators face off in an intricate dance.","
            
    Stars:
Margot Bancilhon, 
Laurent Lucas, 
Stéphane Jobert, 
Anne Azoulay
",3576,39.0,C
Asobi Asobase,"
Animation, Comedy            ",7.9,"
Three girls form a school club. They play games, but the outcomes often alarm them.","
            
    Stars:
Hina Kino, 
Rika Nagae, 
Konomi Kohara, 
Maki Izawa
",875,24.0,A
Feed the Beast,"
Crime, Drama            ",6.7,"
Two friends open up a restaurant together.","
            
    Stars:
David Schwimmer, 
Jim Sturgess, 
Lorenza Izzo, 
Michael Gladis
",3309,60.0,F
Ddo Oh Hae Yeong,"
Comedy, Fantasy, Romance            ",7.9,"
A romantic television series about two women who not only share the same name Oh Hae Young but they also share a destiny with the same man, Park Do Kyung, who can see the future.","
            
    Stars:
Eric Moon, 
Hyeon-jin Seo, 
Ji-won Ye, 
Ji-seok Kim
",1479,70.0,D
Ajji,"
Crime, Drama            ",6.9,"
Little Manda is found raped and dumped in a trash heap near her slum. Her parents are more concerned with survival than dignity. The cops are powerless to help as the rapist is a local ...                See full summary »
","
    Director:
Devashish Makhija
| 
    Stars:
Sushama Deshpande, 
Smita Tambe, 
Sharvani Suryavanshi, 
Abhishek Banerjee
",1016,104.0,A
Flint Town,"
Documentary, Crime            ",7.9,"
Documentary following the police department in Flint, Michigan as they struggle with dwindling resources and crumbling infrastructure in a community crippled by violence and a contaminated water crisis.","
            
    Stars:
Tim Johnson, 
Bridgette Balasko, 
Robert Frost, 
Dion Reed
",3407,45.0,F
